Software,Parameter,Code Snippet,Code Pattern,Overall Impact,Effect on Software Behavior,How to Control Software Behavior,Special Effect on Software,Bad consequences,Log Information,On-the-fly Update,"The ""Crisis"" Behind Specific Interactions"
hbase,hbase.mob.cache.evict.remain.ratio,"      if (evictRemainRatio < 0.0) {
        evictRemainRatio = 0.0f;
        LOG.warn(MobConstants.MOB_CACHE_EVICT_REMAIN_RATIO + "" is less than 0.0, 0.0 is used."");
      } else if (evictRemainRatio > 1.0) {
        evictRemainRatio = 1.0f;
        LOG.warn(MobConstants.MOB_CACHE_EVICT_REMAIN_RATIO + "" is larger than 1.0, 1.0 is used."");
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hbase,hbase.storescanner.pread.max.bytes,"        if (scanInfo.isUsePread()) {
          this.readType = Scan.ReadType.PREAD;
        } else if (this.preadMaxBytes < 0) {
          this.readType = Scan.ReadType.STREAM;
        } else {
          this.readType = Scan.ReadType.DEFAULT;
        }",C->P,Functionality and Others,/,/,/,/,/,no,/
hdfs,dfs.image.parallel.target.sections,"        if (targetSections <= 0) {
          LOG.warn(""{} is set to {}. It must be greater than zero. Setting to"" +
              "" default of {}"",
              DFSConfigKeys.DFS_IMAGE_PARALLEL_TARGET_SECTIONS_KEY,
              targetSections,
              DFSConfigKeys.DFS_IMAGE_PARALLEL_TARGET_SECTIONS_DEFAULT);
          targetSections =
              DFSConfigKeys.DFS_IMAGE_PARALLEL_TARGET_SECTIONS_DEFAULT;
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"          LOG.warn(""{} is set to {}. It must be greater than zero. Setting to"" +
              "" default of {}"",
              DFSConfigKeys.DFS_IMAGE_PARALLEL_TARGET_SECTIONS_KEY,
              targetSections,
              DFSConfigKeys.DFS_IMAGE_PARALLEL_TARGET_SECTIONS_DEFAULT);
          targetSections =
              DFSConfigKeys.DFS_IMAGE_PARALLEL_TARGET_SECTIONS_DEFAULT;",no,Same as default value
hdfs,dfs.disk.balancer.max.disk.errors,"      if (this.maxDiskErrors < 0) {
        LOG.debug(""Found  less than 0 for maxDiskErrors value, ignoring "" +
            ""config value. value : "" + maxDiskErrors);
        maxDiskErrors =
            DFSConfigKeys.DFS_DISK_BALANCER_MAX_DISK_ERRORS_DEFAULT;
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"        LOG.debug(""Found  less than 0 for maxDiskErrors value, ignoring "" +
            ""config value. value : "" + maxDiskErrors);",no,Same as default value
hdfs,dfs.namenode.safemode.recheck.interval,"      if (recheckInterval < 1) {
        LOG.warn(""Invalid value for "" +
            DFSConfigKeys.DFS_NAMENODE_SAFEMODE_RECHECK_INTERVAL_KEY +
            "". Should be greater than 0, but is {}"", recheckInterval);
        recheckInterval = DFSConfigKeys.DFS_NAMENODE_SAFEMODE_RECHECK_INTERVAL_DEFAULT;
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"        LOG.warn(""Invalid value for "" +
            DFSConfigKeys.DFS_NAMENODE_SAFEMODE_RECHECK_INTERVAL_KEY +
            "". Should be greater than 0, but is {}"", recheckInterval);",no,Same as default value
hdfs,dfs.namenode.decommission.backoff.monitor.pending.blocks.per.lock,"    if (blocksPerLock <= 0) {
      LOG.error(""{} is set to an invalid value, it must be greater than ""+
              ""zero. Defaulting to {}"",
          DFSConfigKeys.
              DFS_NAMENODE_DECOMMISSION_BACKOFF_MONITOR_PENDING_BLOCKS_PER_LOCK,
          DFSConfigKeys.
              DFS_NAMENODE_DECOMMISSION_BACKOFF_MONITOR_PENDING_BLOCKS_PER_LOCK_DEFAULT);
      blocksPerLock =
          DFSConfigKeys.
              DFS_NAMENODE_DECOMMISSION_BACKOFF_MONITOR_PENDING_BLOCKS_PER_LOCK_DEFAULT;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"      LOG.error(""{} is set to an invalid value, it must be greater than ""+
              ""zero. Defaulting to {}"",
          DFSConfigKeys.
              DFS_NAMENODE_DECOMMISSION_BACKOFF_MONITOR_PENDING_BLOCKS_PER_LOCK,
          DFSConfigKeys.
              DFS_NAMENODE_DECOMMISSION_BACKOFF_MONITOR_PENDING_BLOCKS_PER_LOCK_DEFAULT);",yes,Same as default value
hdfs,dfs.namenode.decommission.max.concurrent.tracked.nodes,"    if (this.maxConcurrentTrackedNodes < 0) {
      LOG.error(""{} is set to an invalid value, it must be zero or greater. ""+
              ""Defaulting to {}"",
          DFSConfigKeys.DFS_NAMENODE_DECOMMISSION_MAX_CONCURRENT_TRACKED_NODES,
          DFSConfigKeys
              .DFS_NAMENODE_DECOMMISSION_MAX_CONCURRENT_TRACKED_NODES_DEFAULT);
      this.maxConcurrentTrackedNodes =
          DFSConfigKeys
              .DFS_NAMENODE_DECOMMISSION_MAX_CONCURRENT_TRACKED_NODES_DEFAULT;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"      LOG.error(""{} is set to an invalid value, it must be zero or greater. ""+
              ""Defaulting to {}"",
          DFSConfigKeys.DFS_NAMENODE_DECOMMISSION_MAX_CONCURRENT_TRACKED_NODES,
          DFSConfigKeys
              .DFS_NAMENODE_DECOMMISSION_MAX_CONCURRENT_TRACKED_NODES_DEFAULT);",no,Same as default value
hdfs,dfs.client-write-packet-size,"    writePacketSize = dfsClient.getConf().getWritePacketSize();
    if (writePacketSize > PacketReceiver.MAX_PACKET_SIZE) {
      LOG.warn(
          ""Configured write packet exceeds {} bytes as max,""
              + "" using {} bytes."",
          PacketReceiver.MAX_PACKET_SIZE, PacketReceiver.MAX_PACKET_SIZE);
      writePacketSize = PacketReceiver.MAX_PACKET_SIZE;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"      LOG.warn(
          ""Configured write packet exceeds {} bytes as max,""
              + "" using {} bytes."",
          PacketReceiver.MAX_PACKET_SIZE, PacketReceiver.MAX_PACKET_SIZE);
      writePacketSize = PacketReceiver.MAX_PACKET_SIZE;
    }",no,Same as default value
hdfs,dfs.client.test.drop.namenode.response.number,"    if (numResponseToDrop > 0) {
      // This case is used for testing.
      LOG.warn(""{} is set to {} , this hacked client will proactively drop responses"",
          DFS_CLIENT_TEST_DROP_NAMENODE_RESPONSE_NUM_KEY, numResponseToDrop);
      proxyInfo = NameNodeProxiesClient.createProxyWithLossyRetryHandler(conf,
          nameNodeUri, ClientProtocol.class, numResponseToDrop,
          nnFallbackToSimpleAuth);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"      LOG.warn(""{} is set to {} , this hacked client will proactively drop responses"",
          DFS_CLIENT_TEST_DROP_NAMENODE_RESPONSE_NUM_KEY, numResponseToDrop);
      proxyInfo = NameNodeProxiesClient.createProxyWithLossyRetryHandler(conf,
          nameNodeUri, ClientProtocol.class, numResponseToDrop,
          nnFallbackToSimpleAuth);",no,/
hdfs,dfs.datanode.reconcile.blocks.batch.interval,"    if (reconcileBatchInterval <= 0) {
      LOG.warn(""Invalid value configured for "" +
              ""dfs.datanode.reconcile.blocks.batch.interval, "" +
              ""should be greater than 0, Using default."");
      reconcileBatchInterval =
          DFSConfigKeys.
              DFS_DATANODE_RECONCILE_BLOCKS_BATCH_INTERVAL_DEFAULT;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"      LOG.warn(""Invalid value configured for "" +
              ""dfs.datanode.reconcile.blocks.batch.interval, "" +
              ""should be greater than 0, Using default."");
      reconcileBatchInterval =
          DFSConfigKeys.
              DFS_DATANODE_RECONCILE_BLOCKS_BATCH_INTERVAL_DEFAULT;",no,Same as default value
hdfs,dfs.datanode.reconcile.blocks.batch.size,"    if (reconcileBatchSize <= 0) {
      LOG.warn(""Invalid value configured for "" +
              ""dfs.datanode.reconcile.blocks.batch.size, "" +
              ""should be greater than 0, Using default."");
      reconcileBatchSize =
          DFSConfigKeys.
              DFS_DATANODE_RECONCILE_BLOCKS_BATCH_SIZE_DEFAULT;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"      LOG.warn(""Invalid value configured for "" +
              ""dfs.datanode.reconcile.blocks.batch.size, "" +
              ""should be greater than 0, Using default."");
      reconcileBatchSize =
          DFSConfigKeys.
              DFS_DATANODE_RECONCILE_BLOCKS_BATCH_SIZE_DEFAULT;",no,Same as default value
hdfs,dfs.ha.tail-edits.namenode-retries,"    if (maxRetries <= 0) {
      LOG.error(""Specified a non-positive number of retries for the number of retries for the "" +
          ""namenode connection when manipulating the edit log ("" +
          DFSConfigKeys.DFS_HA_TAILEDITS_ALL_NAMESNODES_RETRY_KEY + ""), setting to default: "" +
          DFSConfigKeys.DFS_HA_TAILEDITS_ALL_NAMESNODES_RETRY_DEFAULT);
      maxRetries = DFSConfigKeys.DFS_HA_TAILEDITS_ALL_NAMESNODES_RETRY_DEFAULT;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"    if (maxRetries <= 0) {
      LOG.error(""Specified a non-positive number of retries for the number of retries for the "" +
          ""namenode connection when manipulating the edit log ("" +
          DFSConfigKeys.DFS_HA_TAILEDITS_ALL_NAMESNODES_RETRY_KEY + ""), setting to default: "" +
          DFSConfigKeys.DFS_HA_TAILEDITS_ALL_NAMESNODES_RETRY_DEFAULT);",no,/
hdfs,dfs.namenode.redundancy.considerLoad.factor,"    final double maxLoad = considerLoadFactor * inServiceXceiverCount;

    final int nodeLoad = node.getXceiverCount();
    if ((nodeLoad > maxLoad) && (maxLoad > 0)) {
      logNodeIsNotChosen(node, NodeNotChosenReason.NODE_TOO_BUSY,
          ""(load: "" + nodeLoad + "" > "" + maxLoad + "")"");
      return true;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/," ""(load: "" + nodeLoad + "" > "" + maxLoad + "")"");",no,/
hdfs,dfs.client.socket.send.buffer.size,"    if (conf.getSocketSendBufferSize() > 0) {
      sock.setSendBufferSize(conf.getSocketSendBufferSize());
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/," LOG.debug(""SocketCache disabled."");",no,/
hdfs,dfs.namenode.redundancy.considerLoad.factor,"    if (considerLoadByVolume) {
      final int numVolumesAvailable = node.getNumVolumesAvailable();
      final double maxLoadForVolumes = considerLoadFactor * numVolumesAvailable *
          stats.getInServiceXceiverAverageForVolume();
      if (maxLoadForVolumes > 0.0 && nodeLoad > maxLoadForVolumes) {
        logNodeIsNotChosen(node, NodeNotChosenReason.NODE_TOO_BUSY_BY_VOLUME,
            ""(load: "" + nodeLoad + "" > "" + maxLoadForVolumes + "") "");
        return true;
      }
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"logNodeIsNotChosen(node, NodeNotChosenReason.NODE_TOO_BUSY_BY_VOLUME,
            ""(load: "" + nodeLoad + "" > "" + maxLoadForVolumes + "") "");",no,/
hdfs,dfs.namenode.handler.count,"        lifelineHandlerCount = Math.max(
            (int)(handlerCount * lifelineHandlerRatio), 1);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Differ from the parameters' default value
hdfs,io.file.buffer.size,"buf = new byte[(int)Math.min(len/2, IO_FILE_BUFFER_SIZE)];",C->P,Performance,Environment Adaption,Resource Matching,/,unexpected results,/,no,Differ from the parameters' default value
hdfs,dfs.image.parallel.threads£¨workload£©,"    private ExecutorService getParallelExecutorService() {
      int threads = conf.getInt(DFSConfigKeys.DFS_IMAGE_PARALLEL_THREADS_KEY,
          DFSConfigKeys.DFS_IMAGE_PARALLEL_THREADS_DEFAULT);
      if (threads < 1) {
        LOG.warn(""Parallel is enabled and {} is set to {}. Setting to the "" +
            ""default value {}"", DFSConfigKeys.DFS_IMAGE_PARALLEL_THREADS_KEY,
            threads, DFSConfigKeys.DFS_IMAGE_PARALLEL_THREADS_DEFAULT);
        threads = DFSConfigKeys.DFS_IMAGE_PARALLEL_THREADS_DEFAULT;
      }
      ExecutorService executorService = Executors.newFixedThreadPool(
          threads);
      LOG.info(""The fsimage will be loaded in parallel using {} threads"",
          threads);
      return executorService;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Same as default value
hdfs,dfs.datanode.scan.period.hours,"      if (tempScanPeriodMs == 0) {
        tempScanPeriodMs = TimeUnit.MILLISECONDS.convert(
            DFS_DATANODE_SCAN_PERIOD_HOURS_DEFAULT, TimeUnit.HOURS);
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Same as default value
hdfs,dfs.datanode.failed.volumes.tolerated,"    if (maxVolumeFailuresTolerated < DataNode.MAX_VOLUME_FAILURE_TOLERATED_LIMIT) {
      throw new HadoopIllegalArgumentException(""Invalid value configured for ""
          + DFS_DATANODE_FAILED_VOLUMES_TOLERATED_KEY + "" - ""
          + maxVolumeFailuresTolerated + "" ""
          + DataNode.MAX_VOLUME_FAILURES_TOLERATED_MSG);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
hdfs,dfs.datanode.failed.volumes.tolerated,"    if (maxVolumeFailuresTolerated == DataNode.MAX_VOLUME_FAILURE_TOLERATED_LIMIT) {
      if (dataDirs.size() == failedLocations.size()) {
        throw new DiskErrorException(""Too many failed volumes - ""
            + ""current valid volumes: "" + goodLocations.size()
            + "", volumes configured: "" + dataDirs.size()
            + "", volumes failed: "" + failedLocations.size()
            + "", volume failures tolerated: "" + maxVolumeFailuresTolerated);
      }
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
hdfs,dfs.namenode.fs-limits.max-xattrs-per-inode,"    Preconditions.checkArgument(this.inodeXAttrsLimit >= 0,
        ""Cannot set a negative limit on the number of xattrs per inode (%s)."",
        DFSConfigKeys.DFS_NAMENODE_MAX_XATTRS_PER_INODE_KEY);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
hdfs,dfs.namenode.list.openfiles.num.responses,"      Preconditions.checkArgument(maxListOpenFilesResponses > 0,
          DFSConfigKeys.DFS_NAMENODE_LIST_OPENFILES_NUM_RESPONSES +
              "" must be a positive integer.""
      );",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
hdfs,dfs.namenode.lazypersist.file.scrub.interval.sec,"      if (this.lazyPersistFileScrubIntervalSec < 0) {
        throw new IllegalArgumentException(
            DFS_NAMENODE_LAZY_PERSIST_FILE_SCRUB_INTERVAL_SEC
                + "" must be zero (for disable) or greater than zero."");
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
hdfs,DFS_BALANCER_DISPATCHERTHREADS_KEY,"    this.dispatchExecutor = dispatcherThreads == 0? null
        : Executors.newFixedThreadPool(dispatcherThreads);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hdfs,dfs.datanode.transfer.socket.recv.buffer.size,"    if (recvBufferSize > 0) {
      domainPeerServer.setReceiveBufferSize(recvBufferSize);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hdfs,dfs.ha.zkfc.port,"      if (port != 0) {
        setZkfcPort(port);
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hdfs,dfs.client.socketcache.capacity,"    if (capacity == 0 ) {
      LOG.debug(""SocketCache disabled."");
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hdfs,dfs.datanode.data.transfer.bandwidthPerSec,"    if (bandwidthPerSec > 0) {
      this.transferThrottler = new DataTransferThrottler(bandwidthPerSec);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
hdfs,dfs.datanode.max.transfer.threads,"    Preconditions.checkArgument(this.maxXceiverCount >= 1,
        DFSConfigKeys.DFS_DATANODE_MAX_RECEIVER_THREADS_KEY +
        "" should not be less than 1."");",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
hdfs,dfs.datanode.readahead.bytes,"    if ((readaheadLength > 0) && (datanode.readaheadPool != null) &&
          (alwaysReadahead || isLongRead())) {
      curReadahead = datanode.readaheadPool.readaheadStream(
          clientTraceFmt, ris.getDataInFd(), offset, readaheadLength,
          Long.MAX_VALUE, curReadahead);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hdfs,dfs.namenode.replication.work.multiplier.per.iteration,"    Preconditions.checkArgument(
        (blocksReplWorkMultiplier > 0),
        DFSConfigKeys.DFS_NAMENODE_REPLICATION_WORK_MULTIPLIER_PER_ITERATION +
        "" = '"" + blocksReplWorkMultiplier + ""' is invalid. "" +
        ""It should be a positive, non-zero integer value."");",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
hive,hive.repl.stats.events.count,"        if (numEvents < 0) {
          LOG.warn(""Invalid value configured for {}, Using default of {}"", REPL_STATS_TOP_EVENTS_COUNTS,
              REPL_STATS_TOP_EVENTS_COUNTS.defaultIntVal);
          numEvents = REPL_STATS_TOP_EVENTS_COUNTS.defaultIntVal;
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"          LOG.warn(""Invalid value configured for {}, Using default of {}"", REPL_STATS_TOP_EVENTS_COUNTS,
              REPL_STATS_TOP_EVENTS_COUNTS.defaultIntVal);",no,Same as default value
hive,hive.tez.container.size,"    if (memorySizeMb <= 0) {
      LOG.warn(""No Tez container size specified by {}. Falling back to MapReduce container MB {}"",
          HiveConf.ConfVars.HIVETEZCONTAINERSIZE,  MRJobConfig.MAP_MEMORY_MB);
      memorySizeMb = conf.getInt(MRJobConfig.MAP_MEMORY_MB, MRJobConfig.DEFAULT_MAP_MEMORY_MB);
      // When config is explicitly set to ""-1"" defaultValue does not work!
      if (memorySizeMb <= 0) {
        LOG.warn(""Falling back to default container MB {}"", MRJobConfig.DEFAULT_MAP_MEMORY_MB);
        memorySizeMb = MRJobConfig.DEFAULT_MAP_MEMORY_MB;
      }
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"LOG.warn(""Falling back to default container MB {}"", MRJobConfig.DEFAULT_MAP_MEMORY_MB);
memorySizeMb = MRJobConfig.DEFAULT_MAP_MEMORY_MB;",no,Same as default value
hive,hive.repl.stats.events.count,"    if (k > TOP_K_MAX) {
      LOG.warn(""Value for {} exceeded maximum permissible limit. Using Maximum of {}"", REPL_STATS_TOP_EVENTS_COUNTS,
              TOP_K_MAX);
      k = TOP_K_MAX;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Differ from the parameters' default value
hive,hive.metastore.fshandler.threads,"    int threads = Math.max(1, conf.getIntVar(ConfVars.METASTORE_FS_HANDLER_THREADS_COUNT));
    final ExecutorService pool = Executors.newFixedThreadPool(threads,
                new ThreadFactoryBuilder()
                    .setDaemon(true)
                    .setNameFormat(""Get-Partitions-Size-%d"")
                    .build());",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Differ from the parameters' default value
hive,hive.compactor.wait.timeout,"waitTimeMs = Math.min(waitTimeMs, waitTimeOut);",C->P,Reliability,Misconfiguration Prevention,Invalid config,Prevent excessive resource utilization,unexpected results,/,no,Differ from the parameters' default value
hive,hive.metastore.direct.sql.batch.size,"    if (batchSize == DETECT_BATCHING) {
      batchSize = dbType.needsInBatching() ? 1000 : NO_BATCHING;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Differ from the parameters' default value
hive,hive.metastore.fshandler.threads,"      if (threads <= 1) {
        pool = MoreExecutors.newDirectExecutorService();
      } else {
        pool = Executors.newFixedThreadPool(threads, new ThreadFactoryBuilder().setDaemon(true).setNameFormat(""Get-Partitions-Size-%d"").build());
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Differ from the parameters' default value
hive,hive.stats.ndv.estimate.percent,"float ndvPercent = Math.min(100L, HiveConf.getFloatVar(conf, ConfVars.HIVE_STATS_NDV_ESTIMATE_PERC));",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Differ from the parameters' default value
hive,hive.mapjoin.optimized.hashtable.wbsize,"    int maxCapacity =  (maxProbeSize <= 0) ? DEFAULT_MAX_CAPACITY
        : (int)Math.min((long)DEFAULT_MAX_CAPACITY, maxProbeSize / 8);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Same as default value
hive,STATS_AUTO_UPDATE_WORKER_COUNT,"    if (workerCount <= 0) {
      workerCount = 1;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Same as default value
hive,hive.llap.zk.sm.session.timeout,"long connTimeoutMs = Math.max(sessionTimeoutMs, ZK_DTSM_ZK_CONNECTION_TIMEOUT_DEFAULT);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Same as default value
hive,hive.repl.approx.max.load.tasks,"      if (shouldBatch && maxEventsPerBatch == 0) {
        throw new SemanticException(String.format(
                ""batch size configured via %s cannot be set to zero since batching is enabled"",
                HiveConf.ConfVars.REPL_APPROX_MAX_LOAD_TASKS.varname));
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
hive,hive.repl.bootstrap.dump.open.txn.timeout,assert (waitUntilTime > 0);,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
hive,REPL_EXTERNAL_TABLE_BASE_DIR,"    String baseDir = hiveConf.get(HiveConf.ConfVars.REPL_EXTERNAL_TABLE_BASE_DIR.varname);
    URI baseDirUri  = StringUtils.isEmpty(baseDir) ? null : new Path(baseDir).toUri();
    if (baseDirUri == null || baseDirUri.getScheme() == null || baseDirUri.getAuthority() == null) {
      throw new SemanticException(ErrorMsg.REPL_INVALID_CONFIG_FOR_SERVICE.format(
              String.format(""Fully qualified path for 'hive.repl.replica.external.table.base.dir' is required %s"",
                      baseDir == null ? """" : ""- ('"" + baseDir + ""')""), ReplUtils.REPL_HIVE_SERVICE));
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
hive,SCRIPTERRORLIMIT,"      if ((maxBytes < 0) || (bytesCopied < maxBytes)) {
        System.err.println(stringLine);
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hive,hive.basic.stats.max.threads.factor,if (fileList.size() > 1 && numThreadsFactor > 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hive,hive.metastore.client.connect.retry.delay,"      if (!isConnected && retryDelaySeconds > 0) {
        try {
          LOG.info(""Waiting "" + retryDelaySeconds + "" seconds before next connection attempt."");
          Thread.sleep(retryDelaySeconds * 1000);
        } catch (InterruptedException ignore) {}
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hive,hive.direct.sql.max.query.length,"    if (inList == null || inList.size() == 0 || maxQueryLength <= 0 || batchSize <= 0) {
      throw new IllegalArgumentException(""The IN list is empty!"");
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hive,hive.metastore.limit.partition.request,"  private boolean isPartitionLimitEnabled() {
    int partitionLimit = MetastoreConf.getIntVar(conf, ConfVars.LIMIT_PARTITION_REQUEST);
    return partitionLimit > -1;
  }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
